Age,Gender,MaritalStatus,Education,EducationField,JobRole,Department,BusinessTravel,MonthlyIncome,DistanceFromHome,JobSatisfaction,JobInvolvement,RelationshipSatisfaction,PerformanceRating,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Churn
51,Male,Divorced,Bachelor,Life Sciences,Manager,Sales,Travel_Frequently,19847,9,Medium,High,Low,Outstanding,29,10,11,10,No
59,Male,Single,Master,Medical,Manufacturing Director,Research & Development,Travel_Rarely,10512,18,Very High,High,Very High,Excellent,9,7,5,4,No
34,Female,Divorced,Bachelor,Medical,Laboratory Technician,Research & Development,Travel_Frequently,4444,19,Medium,High,High,Excellent,11,8,5,10,No
28,Male,Single,Master,Medical,Laboratory Technician,Research & Development,Travel_Frequently,2154,1,High,High,High,Excellent,4,2,0,2,No
44,Male,Divorced,College,Life Sciences,Manager,Research & Development,Travel_Rarely,19190,4,Low,Very High,Very High,Excellent,25,9,14,13,No
34,Male,Married,Bachelor,Life Sciences,Human Resources,Human Resources,Travel_Frequently,4490,11,Medium,Medium,Very High,Excellent,10,9,1,8,No
35,Male,Married,Below College,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,3506,6,High,High,Very High,Excellent,3,2,2,2,No
42,Female,Married,Master,Medical,Research Scientist,Research & Development,Travel_Rarely,2372,7,Medium,Very High,Very High,Excellent,1,0,0,0,No
43,Female,Single,Master,Marketing,Sales Executive,Sales,Travel_Rarely,10231,4,Very High,Medium,Very High,Excellent,21,7,15,17,No
36,Female,Single,Master,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,5410,2,Medium,High,Very High,Excellent,16,14,5,12,No
44,Female,Married,Bachelor,Medical,Healthcare Representative,Research & Development,Travel_Rarely,7978,15,Very High,High,Very High,Excellent,10,7,0,5,Yes
28,Male,Married,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Travel_Frequently,3867,2,Very High,Medium,Medium,Excellent,2,2,2,2,No
51,Female,Single,College,Medical,Laboratory Technician,Research & Development,Travel_Frequently,2838,6,High,Medium,Medium,Excellent,7,0,7,7,No
30,Female,Single,College,Medical,Manufacturing Director,Research & Development,Non-Travel,4695,9,High,High,High,Excellent,8,4,1,7,No
29,Female,Divorced,Bachelor,Technical Degree,Laboratory Technician,Research & Development,Travel_Rarely,3339,7,High,High,Low,Excellent,7,7,7,7,Yes
28,Male,Single,Bachelor,Technical Degree,Research Scientist,Research & Development,Travel_Rarely,2080,1,Low,High,Medium,Excellent,3,2,1,2,No
25,Female,Single,Bachelor,Medical,Research Scientist,Research & Development,Travel_Rarely,2096,1,Medium,High,Very High,Excellent,2,2,2,1,No
32,Male,Married,Bachelor,Medical,Sales Executive,Sales,Travel_Rarely,6209,8,Very High,Very High,High,Excellent,10,7,0,8,No
45,Female,Single,Bachelor,Medical,Manager,Research & Development,Travel_Frequently,18061,25,Medium,High,High,Outstanding,0,0,0,0,No
39,Female,Divorced,Master,Medical,Manager,Research & Development,Travel_Rarely,17123,13,Medium,Medium,Very High,Excellent,19,9,15,2,No
58,Male,Divorced,Master,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2372,23,High,High,Very High,Excellent,2,2,2,2,No
32,Male,Married,College,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,4883,7,High,High,Low,Excellent,10,4,1,1,Yes
39,Male,Single,Bachelor,Medical,Research Scientist,Research & Development,Travel_Rarely,3904,23,Low,High,Low,Excellent,5,2,0,3,Yes
30,Female,Married,Bachelor,Technical Degree,Laboratory Technician,Research & Development,Travel_Rarely,4627,6,Very High,Medium,Low,Excellent,9,2,6,7,No
36,Female,Married,Master,Technical Degree,Healthcare Representative,Research & Development,Travel_Rarely,7094,10,High,High,Low,Excellent,7,7,1,7,No
46,Female,Single,College,Life Sciences,Human Resources,Human Resources,Travel_Rarely,3423,1,Low,High,High,Excellent,7,6,5,7,No
28,Female,Married,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Non-Travel,6674,1,Very High,Low,Low,Excellent,9,8,7,5,No
50,Female,Married,Bachelor,Life Sciences,Research Director,Research & Development,Travel_Rarely,16880,28,Low,High,Medium,Excellent,3,2,1,2,No
40,Male,Single,Master,Marketing,Sales Executive,Sales,Travel_Rarely,9094,25,Medium,Medium,High,Excellent,5,4,1,0,Yes
52,Male,Single,Bachelor,Life Sciences,Sales Executive,Sales,Travel_Rarely,8446,5,Medium,High,High,Excellent,8,7,7,7,Yes
30,Female,Married,Master,Medical,Manager,Research & Development,Travel_Rarely,11916,17,Low,High,Very High,Outstanding,9,1,0,8,No
39,Male,Single,College,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,4534,18,High,High,Low,Excellent,8,7,1,7,No
31,Female,Divorced,Master,Life Sciences,Sales Executive,Sales,Non-Travel,9852,2,High,High,Low,Excellent,10,8,9,6,No
41,Male,Single,College,Medical,Sales Executive,Sales,Non-Travel,6151,10,Medium,Low,Low,Excellent,19,2,11,9,No
31,Female,Single,Bachelor,Life Sciences,Sales Representative,Sales,Travel_Frequently,2302,1,Medium,High,Low,Excellent,3,2,2,2,Yes
44,Male,Married,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,2362,3,Low,High,High,Excellent,3,2,1,2,Yes
42,Male,Married,Below College,Life Sciences,Manager,Research & Development,Non-Travel,17861,2,High,High,Very High,Excellent,20,8,2,10,No
55,Female,Married,College,Medical,Manager,Research & Development,Travel_Rarely,19187,2,High,Low,Very High,Excellent,19,9,9,11,No
56,Male,Single,Master,Life Sciences,Manager,Human Resources,Travel_Rarely,19717,8,Medium,High,Low,Excellent,7,3,7,7,No
40,Male,Divorced,College,Life Sciences,Research Scientist,Research & Development,Non-Travel,3544,16,High,High,Medium,Excellent,4,2,0,0,No
34,Male,Divorced,Bachelor,Life Sciences,Healthcare Representative,Research & Development,Travel_Rarely,8500,9,Very High,High,Very High,Excellent,9,7,1,6,No
40,Male,Single,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,4661,2,Very High,High,High,Excellent,9,8,8,8,No
41,Female,Divorced,Bachelor,Marketing,Sales Executive,Sales,Travel_Frequently,4103,1,Low,High,Very High,Excellent,9,3,1,7,No
35,Male,Single,Master,Life Sciences,Research Scientist,Research & Development,Travel_Frequently,4249,4,High,High,Medium,Excellent,9,6,1,1,No
51,Male,Divorced,Bachelor,Life Sciences,Manager,Human Resources,Travel_Rarely,14026,5,Medium,High,Medium,Excellent,33,9,0,10,No
38,Female,Divorced,College,Life Sciences,Sales Executive,Sales,Travel_Rarely,6893,2,Low,High,Very High,Excellent,7,7,1,7,No
34,Female,Single,College,Medical,Sales Executive,Sales,Travel_Rarely,6125,15,Low,High,Very High,Excellent,10,8,9,6,No
25,Male,Married,Below College,Medical,Laboratory Technician,Research & Development,Travel_Rarely,3669,19,Very High,High,High,Excellent,3,2,1,2,No
58,Female,Married,Master,Medical,Manufacturing Director,Research & Development,Travel_Rarely,10008,7,Low,Medium,Very High,Excellent,10,9,5,9,Yes
40,Male,Married,Master,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,2387,1,Medium,High,High,Outstanding,4,2,0,3,No
36,Female,Married,Bachelor,Marketing,Sales Executive,Sales,Travel_Frequently,4639,7,Low,Very High,Very High,Excellent,15,7,6,13,No
48,Male,Single,Bachelor,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,7898,4,Very High,High,High,Excellent,10,9,0,8,No
27,Female,Married,Bachelor,Medical,Sales Representative,Sales,Travel_Rarely,2534,11,Very High,Very High,Medium,Excellent,1,0,0,0,No
51,Female,Single,College,Technical Degree,Manufacturing Director,Research & Development,Travel_Rarely,13142,11,Medium,Medium,Medium,Excellent,5,2,0,3,No
18,Female,Single,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Non-Travel,1611,1,Very High,High,High,Excellent,0,0,0,0,No
35,Female,Married,Bachelor,Medical,Laboratory Technician,Research & Development,Travel_Rarely,5363,1,Very High,Medium,Medium,Excellent,9,7,0,0,No
27,Male,Single,Below College,Life Sciences,Sales Executive,Sales,Travel_Frequently,5071,2,Very High,Low,Medium,Outstanding,6,2,0,0,No
55,Male,Single,Master,Marketing,Sales Executive,Sales,Travel_Rarely,13695,13,High,Very High,High,Excellent,19,7,3,8,Yes
56,Male,Married,Bachelor,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,13402,23,Medium,High,Low,Excellent,19,16,15,9,No
34,Female,Divorced,Below College,Technical Degree,Research Scientist,Research & Development,Non-Travel,2029,26,High,Medium,High,Outstanding,5,4,0,0,No
40,Female,Divorced,Below College,Medical,Healthcare Representative,Research & Development,Travel_Rarely,6377,2,High,Very High,Medium,Outstanding,12,11,11,8,No
34,Male,Married,Bachelor,Medical,Laboratory Technician,Research & Development,Travel_Rarely,5429,29,High,High,Low,Excellent,8,7,7,7,No
31,Female,Single,Bachelor,Life Sciences,Sales Representative,Sales,Travel_Frequently,2785,2,Very High,Medium,High,Excellent,1,0,0,0,Yes
35,Female,Married,Master,Marketing,Sales Executive,Sales,Travel_Frequently,4614,18,High,High,High,Excellent,4,2,3,2,Yes
38,Male,Divorced,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Frequently,2610,7,High,Very High,Very High,Excellent,4,2,0,3,No
34,Female,Single,Master,Technical Degree,Healthcare Representative,Research & Development,Travel_Rarely,6687,2,Very High,High,Very High,Excellent,14,11,4,11,No
28,Male,Married,Bachelor,Life Sciences,Sales Executive,Sales,Travel_Rarely,4724,26,Low,Medium,High,Excellent,5,3,0,4,No
31,Male,Married,Master,Medical,Manufacturing Director,Research & Development,Travel_Rarely,6179,22,High,High,Very High,Excellent,10,2,6,7,Yes
39,Male,Married,Master,Life Sciences,Sales Executive,Sales,Travel_Rarely,6120,21,Very High,Medium,Very High,Excellent,5,4,1,4,No
51,Male,Married,Bachelor,Marketing,Sales Executive,Sales,Travel_Frequently,10596,2,Medium,High,Medium,Excellent,4,2,3,2,No
41,Female,Divorced,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Frequently,5467,22,Very High,High,Low,Excellent,6,2,3,3,No
37,Male,Married,Below College,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2996,4,High,High,Very High,Excellent,6,4,1,3,No
33,Male,Married,Below College,Life Sciences,Sales Executive,Sales,Travel_Frequently,9998,5,Very High,High,Low,Excellent,5,4,1,2,No
32,Male,Married,Below College,Marketing,Sales Executive,Sales,Travel_Rarely,4078,2,Medium,High,Low,Excellent,3,2,1,2,No
39,Male,Married,College,Life Sciences,Healthcare Representative,Research & Development,Non-Travel,10920,25,High,High,Medium,Outstanding,6,4,0,5,No
25,Male,Married,Below College,Life Sciences,Sales Executive,Sales,Travel_Rarely,6232,18,High,Very High,Medium,Excellent,3,2,1,2,No
52,Female,Married,College,Medical,Manufacturing Director,Research & Development,Travel_Frequently,13247,28,High,Very High,Medium,Excellent,5,3,0,2,No
43,Female,Single,Bachelor,Medical,Research Scientist,Research & Development,Travel_Rarely,4081,6,High,Medium,Low,Excellent,20,7,1,8,No
27,Female,Married,Bachelor,Marketing,Sales Executive,Sales,Travel_Rarely,5769,10,Very High,Medium,Very High,Excellent,6,2,4,4,No
27,Female,Single,Master,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2394,17,High,High,Very High,Excellent,8,2,7,7,Yes
26,Male,Single,Below College,Medical,Research Scientist,Research & Development,Travel_Rarely,3904,2,Very High,Medium,Very High,Excellent,4,3,1,1,No
42,Female,Married,Bachelor,Human Resources,Manager,Human Resources,Travel_Rarely,16799,10,Low,High,High,Excellent,20,7,0,9,No
52,Female,Married,Master,Other,Laboratory Technician,Research & Development,Travel_Rarely,2950,8,Low,High,High,Excellent,5,4,0,4,No
37,Female,Single,Bachelor,Medical,Laboratory Technician,Research & Development,Travel_Rarely,3629,11,High,High,Low,Excellent,3,2,0,2,No
35,Male,Single,College,Life Sciences,Manufacturing Director,Research & Development,Travel_Frequently,9362,18,Very High,High,High,Excellent,2,2,2,2,No
25,Male,Married,Bachelor,Technical Degree,Laboratory Technician,Research & Development,Travel_Rarely,3229,1,Very High,High,Medium,Excellent,3,2,0,2,No
26,Male,Single,Bachelor,Other,Laboratory Technician,Research & Development,Travel_Rarely,3578,7,Low,Very High,Very High,Excellent,7,7,0,7,No
29,Male,Single,Bachelor,Other,Human Resources,Human Resources,Travel_Rarely,7988,17,Low,Medium,Low,Excellent,10,9,0,9,No
49,Male,Single,College,Life Sciences,Laboratory Technician,Research & Development,Travel_Frequently,4284,28,Low,Medium,Low,Outstanding,4,3,1,3,Yes
29,Female,Single,Below College,Other,Healthcare Representative,Research & Development,Travel_Frequently,7553,14,Very High,High,Low,Excellent,8,7,7,7,Yes
54,Female,Single,Bachelor,Medical,Research Director,Research & Development,Travel_Rarely,17328,1,Very High,High,Very High,Excellent,20,7,12,7,No
58,Female,Married,Bachelor,Medical,Research Director,Research & Development,Travel_Rarely,19701,1,Low,High,High,Outstanding,9,8,1,5,No
55,Male,Divorced,Master,Medical,Research Director,Research & Development,Travel_Rarely,14732,1,Very High,Very High,Very High,Excellent,7,7,0,0,No
36,Female,Single,Master,Marketing,Sales Executive,Sales,Travel_Rarely,9278,3,Medium,High,Very High,Excellent,5,4,0,1,No
31,Female,Single,Master,Life Sciences,Sales Representative,Sales,Travel_Frequently,1359,1,High,Low,Medium,Excellent,1,0,0,0,Yes
30,Female,Divorced,Master,Marketing,Sales Executive,Sales,Travel_Rarely,4779,7,Low,High,Medium,Excellent,3,2,0,2,No
31,Female,Single,Doctor,Life Sciences,Research Director,Research & Development,Travel_Rarely,16422,8,Medium,High,High,Excellent,3,2,1,0,No
34,Male,Divorced,Master,Other,Research Scientist,Research & Development,Travel_Frequently,2996,1,Low,High,High,Excellent,4,3,1,3,No
31,Female,Single,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,1261,8,Medium,Medium,High,Excellent,1,0,0,0,Yes
27,Male,Married,Below College,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,2099,11,Low,High,Medium,Excellent,5,0,1,4,No
36,Male,Single,Master,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,5810,4,Very High,Medium,High,Excellent,10,4,1,8,No
36,Female,Married,Master,Marketing,Sales Executive,Sales,Travel_Rarely,5647,16,Low,Medium,Low,Excellent,3,2,0,2,No
47,Male,Married,Bachelor,Technical Degree,Research Scientist,Research & Development,Travel_Rarely,3420,1,Very High,High,High,Excellent,6,5,1,2,No
25,Male,Married,College,Life Sciences,Sales Representative,Sales,Travel_Rarely,4400,9,Low,Medium,Low,Excellent,3,2,2,2,Yes
37,Male,Single,College,Technical Degree,Laboratory Technician,Research & Development,Non-Travel,3500,5,High,Very High,Low,Excellent,6,5,1,3,No
56,Female,Married,College,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2066,1,Low,High,Very High,Outstanding,3,2,1,0,No
47,Female,Married,Master,Medical,Research Director,Research & Development,Travel_Rarely,17169,2,High,High,Medium,Excellent,20,17,5,6,No
24,Female,Married,Below College,Medical,Sales Executive,Sales,Travel_Rarely,4162,4,High,High,High,Excellent,5,4,0,3,No
32,Male,Married,Doctor,Marketing,Sales Executive,Sales,Travel_Rarely,9204,7,Very High,High,High,Excellent,4,3,0,3,No
34,Female,Married,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,3294,1,Medium,Medium,Low,Excellent,5,4,0,2,No
41,Male,Married,Doctor,Medical,Research Scientist,Research & Development,Travel_Rarely,2127,5,High,Very High,Low,Excellent,4,2,0,3,No
40,Male,Divorced,Master,Other,Laboratory Technician,Research & Development,Non-Travel,3975,9,High,High,High,Excellent,8,7,0,7,No
31,Male,Divorced,College,Life Sciences,Sales Executive,Sales,Travel_Rarely,10793,8,Very High,High,Low,Excellent,13,7,9,9,No
46,Male,Divorced,Bachelor,Marketing,Sales Executive,Sales,Travel_Rarely,10096,9,Very High,High,Low,Excellent,7,7,4,3,Yes
39,Female,Single,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Non-Travel,3646,2,Low,Medium,Medium,Outstanding,1,0,0,0,Yes
31,Female,Single,Doctor,Life Sciences,Manufacturing Director,Research & Development,Travel_Frequently,7446,1,Medium,Very High,Low,Excellent,10,8,4,7,Yes
45,Male,Divorced,Bachelor,Medical,Healthcare Representative,Research & Development,Travel_Rarely,10851,20,Low,Low,Medium,Excellent,7,7,0,7,No
31,Female,Single,College,Medical,Human Resources,Human Resources,Travel_Rarely,2109,8,Medium,Very High,Very High,Excellent,3,2,0,2,No
31,Male,Married,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Travel_Frequently,3722,2,Very High,High,High,Excellent,2,2,2,2,Yes
45,Male,Married,Bachelor,Technical Degree,Manufacturing Director,Research & Development,Travel_Rarely,9380,29,Very High,High,Very High,Excellent,3,1,1,2,No
48,Male,Divorced,Bachelor,Marketing,Sales Executive,Sales,Travel_Rarely,5486,7,Low,High,Low,Excellent,2,2,2,2,No
34,Female,Married,Master,Technical Degree,Human Resources,Human Resources,Travel_Rarely,2742,9,High,High,Very High,Excellent,2,2,2,2,Yes
40,Male,Divorced,Below College,Medical,Research Director,Research & Development,Non-Travel,13757,8,Medium,Medium,High,Excellent,9,8,4,8,No
28,Male,Single,Bachelor,Medical,Sales Executive,Sales,Travel_Rarely,8463,5,Low,High,Very High,Excellent,5,4,1,3,No
44,Male,Single,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Non-Travel,3162,5,High,Medium,Very High,Excellent,5,2,0,3,No
53,Male,Single,Bachelor,Medical,Research Director,Research & Development,Travel_Rarely,16598,2,Medium,Very High,Medium,Excellent,9,8,8,8,No
49,Male,Married,Master,Technical Degree,Healthcare Representative,Research & Development,Travel_Rarely,6651,5,High,High,Medium,Excellent,3,2,1,2,No
40,Male,Divorced,Bachelor,Medical,Research Scientist,Research & Development,Travel_Rarely,2345,2,High,High,High,Excellent,3,1,1,2,No
44,Male,Single,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,3420,20,Medium,High,High,Excellent,5,2,1,3,No
